,primaryName_y,freq,Name
492,Edgar Ramírez,2,Penélope Cruz
501,Edgar Ramírez,2,Penélope Cruz
510,Asier Etxeandia,2,Penélope Cruz
512,Pedro Almodóvar,3,Penélope Cruz
513,Agustín Almodóvar,2,Penélope Cruz
514,Esther García,3,Penélope Cruz
515,Alberto Iglesias,4,Penélope Cruz
516,José Luis Alcaine,6,Penélope Cruz
520,Marion Cotillard,2,Penélope Cruz
521,Simon Kinberg,2,Penélope Cruz
14,Tom Wilkinson,2,Kate Winslet
18,Patrick Doyle,2,Kate Winslet
22,Julie Christie,2,Kate Winslet
27,Patrick Doyle,2,Kate Winslet
41,Leonardo DiCaprio,3,Kate Winslet
43,Billy Zane,2,Kate Winslet
45,James Cameron,4,Kate Winslet
46,Jon Landau,3,Kate Winslet
47,James Horner,4,Kate Winslet
48,Russell Carpenter,2,Kate Winslet
71,Dougray Scott,2,Kate Winslet
92,Dougray Scott,2,Kate Winslet
102,Nicolas Cage,2,Kate Winslet
109,James Horner,4,Kate Winslet
118,Scott Rudin,3,Kate Winslet
126,Nicolas Cage,2,Kate Winslet
132,Julie Christie,2,Kate Winslet
142,Tom Wilkinson,2,Kate Winslet
147,Anthony Bregman,2,Kate Winslet
162,Tom Lovegrove,2,Kate Winslet
164,Tom Lovegrove,2,Kate Winslet
178,James Horner,4,Kate Winslet
180,Jude Law,3,Kate Winslet
201,Jude Law,3,Kate Winslet
205,Hans Zimmer,2,Kate Winslet
208,Scott Rudin,3,Kate Winslet
209,Leonardo DiCaprio,3,Kate Winslet
231,Jude Law,3,Kate Winslet
243,James Cameron,4,Kate Winslet
246,Jon Landau,3,Kate Winslet
247,Russell Carpenter,2,Kate Winslet
259,Shailene Woodley,2,Kate Winslet
260,Theo James,2,Kate Winslet
266,Veronica Roth,2,Kate Winslet
267,Lucy Fisher,2,Kate Winslet
288,James Cameron,4,Kate Winslet
289,Leonardo DiCaprio,3,Kate Winslet
295,Billy Zane,2,Kate Winslet
306,Peter Gregson,2,Kate Winslet
316,Lucy Fisher,2,Kate Winslet
317,Shailene Woodley,2,Kate Winslet
319,Theo James,2,Kate Winslet
325,Veronica Roth,2,Kate Winslet
337,James Cameron,4,Kate Winslet
338,Jon Landau,3,Kate Winslet
343,James Horner,4,Kate Winslet
363,Anthony Bregman,2,Kate Winslet
377,Will Gregory,2,Kate Winslet
378,Will Gregory,2,Kate Winslet
400,Saoirse Ronan,2,Kate Winslet
415,Hans Zimmer,2,Kate Winslet
426,Peter Gregson,2,Kate Winslet
428,Saoirse Ronan,2,Kate Winslet
435,Scott Rudin,3,Kate Winslet
5,Robert Benton,2,Meryl Streep
8,Néstor Almendros,4,Meryl Streep
9,Gerald B. Greenberg,2,Meryl Streep
13,Rip Torn,2,Meryl Streep
18,Evan A. Lottman,2,Meryl Streep
21,Jeremy Irons,2,Meryl Streep
29,Evan A. Lottman,2,Meryl Streep
31,Kevin Kline,4,Meryl Streep
36,Keith Barish,2,Meryl Streep
38,Néstor Almendros,4,Meryl Streep
39,Gerald B. Greenberg,2,Meryl Streep
44,Robert Benton,2,Meryl Streep
48,Néstor Almendros,4,Meryl Streep
52,Cher,2,Meryl Streep
54,Mike Nichols,3,Meryl Streep
55,Nora Ephron,3,Meryl Streep
60,Robert De Niro,2,Meryl Streep
71,Robert Redford,4,Meryl Streep
75,Karen Blixen,2,Meryl Streep
79,Ian Baker,2,Meryl Streep
81,Sam Neill,2,Meryl Streep
84,Fred Schepisi,2,Meryl Streep
85,David Hare,2,Meryl Streep
88,Bruce Smeaton,2,Meryl Streep
89,Sam O'Steen,2,Meryl Streep
91,Jack Nicholson,2,Meryl Streep
94,Mike Nichols,3,Meryl Streep
95,Nora Ephron,3,Meryl Streep
97,Carly Simon,2,Meryl Streep
98,Néstor Almendros,4,Meryl Streep
100,Jack Nicholson,2,Meryl Streep
106,Keith Barish,2,Meryl Streep
109,Ian Baker,2,Meryl Streep
111,Sam Neill,2,Meryl Streep
114,Fred Schepisi,2,Meryl Streep
118,Bruce Smeaton,2,Meryl Streep
119,Howard Shore,3,Meryl Streep
129,Sam O'Steen,2,Meryl Streep
134,Mike Nichols,3,Meryl Streep
137,Carly Simon,2,Meryl Streep
141,Rip Torn,2,Meryl Streep
159,Jeremy Irons,2,Meryl Streep
164,Isabel Allende,2,Meryl Streep
166,Hans Zimmer,2,Meryl Streep
197,Howard Shore,3,Meryl Streep
202,Robert De Niro,2,Meryl Streep
206,Scott Rudin,5,Meryl Streep
244,Nicolas Cage,2,Meryl Streep
251,Jonathan Demme,3,Meryl Streep
260,David Hare,2,Meryl Streep
262,Scott Rudin,5,Meryl Streep
278,Jonathan Demme,3,Meryl Streep
315,Nicolas Cage,2,Meryl Streep
316,Julia Roberts,2,Meryl Streep
320,Gary Goetzman,4,Meryl Streep
321,Tom Hanks,3,Meryl Streep
323,Scott Rudin,5,Meryl Streep
324,George Clooney,2,Meryl Streep
335,Jeff Bridges,2,Meryl Streep
343,Florian Ballhaus,2,Meryl Streep
347,Emily Blunt,2,Meryl Streep
348,David Frankel,2,Meryl Streep
352,Theodore Shapiro,2,Meryl Streep
363,Amanda Seyfried,2,Meryl Streep
365,Phyllida Lloyd,2,Meryl Streep
366,Catherine Johnson,2,Meryl Streep
367,Judy Craymer,2,Meryl Streep
368,Gary Goetzman,4,Meryl Streep
370,Joe Hutshing,2,Meryl Streep
373,Robert Redford,4,Meryl Streep
383,Amy Adams,2,Meryl Streep
387,Scott Rudin,5,Meryl Streep
388,Howard Shore,3,Meryl Streep
395,Phyllida Lloyd,2,Meryl Streep
396,Abi Morgan,2,Meryl Streep
401,Kevin Kline,4,Meryl Streep
409,Amy Adams,2,Meryl Streep
413,Nora Ephron,3,Meryl Streep
423,Joe Hutshing,2,Meryl Streep
426,Alec Baldwin,2,Meryl Streep
429,Scott Rudin,5,Meryl Streep
431,Hans Zimmer,2,Meryl Streep
436,Julia Roberts,2,Meryl Streep
440,George Clooney,2,Meryl Streep
449,Florian Ballhaus,2,Meryl Streep
454,David Frankel,2,Meryl Streep
458,Theodore Shapiro,2,Meryl Streep
460,Robert Redford,4,Meryl Streep
462,Isabel Allende,2,Meryl Streep
476,Karen Blixen,2,Meryl Streep
502,Emily Blunt,2,Meryl Streep
507,Marc Platt,2,Meryl Streep
509,Tom Hanks,3,Meryl Streep
510,Steven Spielberg,2,Meryl Streep
524,Abi Morgan,2,Meryl Streep
527,Alexandre Desplat,2,Meryl Streep
530,Kevin Kline,4,Meryl Streep
533,Jonathan Demme,3,Meryl Streep
535,Gary Goetzman,4,Meryl Streep
537,Marc Platt,2,Meryl Streep
547,Alexandre Desplat,2,Meryl Streep
570,Tom Hanks,3,Meryl Streep
573,Steven Spielberg,2,Meryl Streep
578,Gary Goetzman,4,Meryl Streep
580,Amanda Seyfried,2,Meryl Streep
582,Cher,2,Meryl Streep
585,Catherine Johnson,2,Meryl Streep
586,Judy Craymer,2,Meryl Streep
593,Jeff Bridges,2,Meryl Streep
597,Alec Baldwin,2,Meryl Streep
598,Robert Redford,4,Meryl Streep
599,Kevin Kline,4,Meryl Streep
5,Nicolas Cage,6,Norman Golightly
11,Nicolas Cage,6,Norman Golightly
21,Nicolas Cage,6,Norman Golightly
43,Nicolas Cage,6,Norman Golightly
47,Nicolas Cage,6,Norman Golightly
63,Nicolas Cage,6,Norman Golightly
22,Guillaume Canet,2,Diane Kruger
50,Nicolas Cage,2,Diane Kruger
52,Justin Bartha,2,Diane Kruger
54,Jon Turteltaub,2,Diane Kruger
56,Cormac Wibberley,2,Diane Kruger
57,Marianne Wibberley,2,Diane Kruger
62,Guillaume Canet,2,Diane Kruger
102,Brigitte Catillon,2,Diane Kruger
104,Fabienne Berthaud,3,Diane Kruger
110,Nicolas Cage,2,Diane Kruger
112,Justin Bartha,2,Diane Kruger
114,Jon Turteltaub,2,Diane Kruger
115,Marianne Wibberley,2,Diane Kruger
116,Cormac Wibberley,2,Diane Kruger
202,Denis Ménochet,2,Diane Kruger
203,Brigitte Catillon,2,Diane Kruger
204,Fabienne Berthaud,3,Diane Kruger
205,Pascal Arnold,2,Diane Kruger
206,Bertrand Faivre,2,Diane Kruger
208,Nathalie Durand,2,Diane Kruger
213,Denis Ménochet,2,Diane Kruger
279,Nathalie Durand,2,Diane Kruger
284,Fabienne Berthaud,3,Diane Kruger
285,Pascal Arnold,2,Diane Kruger
287,Bertrand Faivre,2,Diane Kruger
11,Nicolas Cage,2,Justin Bartha
12,Diane Kruger,2,Justin Bartha
15,Jon Turteltaub,2,Justin Bartha
17,Cormac Wibberley,2,Justin Bartha
18,Marianne Wibberley,2,Justin Bartha
21,Nicolas Cage,2,Justin Bartha
22,Diane Kruger,2,Justin Bartha
25,Jon Turteltaub,2,Justin Bartha
26,Marianne Wibberley,2,Justin Bartha
27,Cormac Wibberley,2,Justin Bartha
41,Zach Galifianakis,3,Justin Bartha
42,Bradley Cooper,3,Justin Bartha
44,Ed Helms,3,Justin Bartha
45,Todd Phillips,3,Justin Bartha
46,Jon Lucas,3,Justin Bartha
47,Scott Moore,3,Justin Bartha
48,Daniel Goldberg,3,Justin Bartha
49,Christophe Beck,2,Justin Bartha
70,Daniel Goldberg,3,Justin Bartha
71,Bradley Cooper,3,Justin Bartha
72,Zach Galifianakis,3,Justin Bartha
73,Ed Helms,3,Justin Bartha
75,Todd Phillips,3,Justin Bartha
76,Craig Mazin,2,Justin Bartha
78,Jon Lucas,3,Justin Bartha
79,Scott Moore,3,Justin Bartha
90,Christophe Beck,2,Justin Bartha
91,Bradley Cooper,3,Justin Bartha
92,Zach Galifianakis,3,Justin Bartha
93,Ed Helms,3,Justin Bartha
95,Todd Phillips,3,Justin Bartha
96,Craig Mazin,2,Justin Bartha
97,Jon Lucas,3,Justin Bartha
98,Scott Moore,3,Justin Bartha
99,Daniel Goldberg,3,Justin Bartha
0,Brad Krevoy,2,Jon Turteltaub
8,David Tausik,2,Jon Turteltaub
27,David Tausik,2,Jon Turteltaub
28,Brad Krevoy,2,Jon Turteltaub
56,Gerald Di Pego,2,Jon Turteltaub
57,Barbara Boyle,2,Jon Turteltaub
58,Michael Taylor,2,Jon Turteltaub
66,Gerald Di Pego,2,Jon Turteltaub
68,Barbara Boyle,2,Jon Turteltaub
69,Michael Taylor,2,Jon Turteltaub
81,Nicolas Cage,3,Jon Turteltaub
82,Diane Kruger,2,Jon Turteltaub
83,Justin Bartha,2,Jon Turteltaub
87,Cormac Wibberley,2,Jon Turteltaub
88,Marianne Wibberley,2,Jon Turteltaub
91,Nicolas Cage,3,Jon Turteltaub
92,Diane Kruger,2,Jon Turteltaub
93,Justin Bartha,2,Jon Turteltaub
96,Marianne Wibberley,2,Jon Turteltaub
97,Cormac Wibberley,2,Jon Turteltaub
101,Nicolas Cage,3,Jon Turteltaub
117,Amy Baer,2,Jon Turteltaub
119,Laurence Mark,2,Jon Turteltaub
138,Amy Baer,2,Jon Turteltaub
139,Laurence Mark,2,Jon Turteltaub
6,Marianne Wibberley,12,Cormac Wibberley
17,Marianne Wibberley,12,Cormac Wibberley
20,Trevor Rabin,2,Cormac Wibberley
27,Marianne Wibberley,12,Cormac Wibberley
38,Marianne Wibberley,12,Cormac Wibberley
40,Marianne Wibberley,12,Cormac Wibberley
51,Nicolas Cage,2,Cormac Wibberley
52,Diane Kruger,2,Cormac Wibberley
53,Justin Bartha,2,Cormac Wibberley
55,Jon Turteltaub,2,Cormac Wibberley
58,Marianne Wibberley,12,Cormac Wibberley
67,Marianne Wibberley,12,Cormac Wibberley
70,Trevor Rabin,2,Cormac Wibberley
77,Marianne Wibberley,12,Cormac Wibberley
81,Nicolas Cage,2,Cormac Wibberley
82,Diane Kruger,2,Cormac Wibberley
83,Justin Bartha,2,Cormac Wibberley
85,Jon Turteltaub,2,Cormac Wibberley
86,Marianne Wibberley,12,Cormac Wibberley
90,Marianne Wibberley,12,Cormac Wibberley
106,Marianne Wibberley,12,Cormac Wibberley
111,Marianne Wibberley,12,Cormac Wibberley
7,Cormac Wibberley,12,Marianne Wibberley
18,Cormac Wibberley,12,Marianne Wibberley
20,Trevor Rabin,2,Marianne Wibberley
26,Cormac Wibberley,12,Marianne Wibberley
39,Cormac Wibberley,12,Marianne Wibberley
49,Cormac Wibberley,12,Marianne Wibberley
51,Nicolas Cage,2,Marianne Wibberley
52,Diane Kruger,2,Marianne Wibberley
53,Justin Bartha,2,Marianne Wibberley
55,Jon Turteltaub,2,Marianne Wibberley
57,Cormac Wibberley,12,Marianne Wibberley
66,Cormac Wibberley,12,Marianne Wibberley
70,Trevor Rabin,2,Marianne Wibberley
76,Cormac Wibberley,12,Marianne Wibberley
81,Nicolas Cage,2,Marianne Wibberley
82,Diane Kruger,2,Marianne Wibberley
83,Justin Bartha,2,Marianne Wibberley
85,Jon Turteltaub,2,Marianne Wibberley
87,Cormac Wibberley,12,Marianne Wibberley
99,Cormac Wibberley,12,Marianne Wibberley
105,Cormac Wibberley,12,Marianne Wibberley
110,Cormac Wibberley,12,Marianne Wibberley
19,Joe Wizan,3,Todd Black
21,Robert Duvall,2,Todd Black
24,Sandra Bullock,2,Todd Black
25,Randa Haines,3,Todd Black
26,Steve Conrad,4,Todd Black
28,Joe Wizan,3,Todd Black
49,Joe Wizan,3,Todd Black
51,Robert Duvall,2,Todd Black
59,Randa Haines,3,Todd Black
61,Denzel Washington,8,Todd Black
67,Randa Haines,3,Todd Black
75,Brian Helgeland,2,Todd Black
91,Nicolas Cage,2,Todd Black
96,Steve Conrad,4,Todd Black
98,Jason Blumenthal,41,Todd Black
99,Steve Tisch,31,Todd Black
101,Denzel Washington,8,Todd Black
102,Forest Whitaker,2,Todd Black
117,Jason Blumenthal,41,Todd Black
118,Steve Tisch,31,Todd Black
119,Jason Blumenthal,41,Todd Black
120,Nicolas Cage,2,Todd Black
129,Steve Tisch,31,Todd Black
130,Will Smith,4,Todd Black
134,Gabriele Muccino,2,Todd Black
135,Steve Conrad,4,Todd Black
137,Jason Blumenthal,41,Todd Black
138,James Lassiter,4,Todd Black
139,Jason Blumenthal,41,Todd Black
140,Denzel Washington,8,Todd Black
144,Antoine Fuqua,3,Todd Black
145,Richard Wenk,4,Todd Black
146,Michael Sloan,2,Todd Black
147,Richard Lindheim,2,Todd Black
149,Steve Tisch,31,Todd Black
150,Will Smith,4,Todd Black
154,Gabriele Muccino,2,Todd Black
157,Jason Blumenthal,41,Todd Black
158,James Lassiter,4,Todd Black
161,Jason Blumenthal,41,Todd Black
162,James Lassiter,4,Todd Black
163,Will Smith,4,Todd Black
165,Denzel Washington,8,Todd Black
170,Jason Blumenthal,41,Todd Black
171,Steve Tisch,31,Todd Black
176,Jason Blumenthal,41,Todd Black
177,Steve Tisch,31,Todd Black
178,Steve Tisch,31,Todd Black
179,Denzel Washington,8,Todd Black
184,Brian Helgeland,2,Todd Black
187,Jason Blumenthal,41,Todd Black
190,Jason Blumenthal,41,Todd Black
191,Steve Tisch,31,Todd Black
196,Jason Blumenthal,41,Todd Black
197,James Lassiter,4,Todd Black
198,Will Smith,4,Todd Black
199,Steve Tisch,31,Todd Black
204,Jason Blumenthal,41,Todd Black
213,Kate Angelo,3,Todd Black
215,Jason Blumenthal,41,Todd Black
216,Steve Tisch,31,Todd Black
220,Jason Blumenthal,41,Todd Black
221,Lance Johnson,5,Todd Black
222,Steve Tisch,31,Todd Black
225,Jason Blumenthal,41,Todd Black
226,Steve Tisch,31,Todd Black
229,Jason Blumenthal,41,Todd Black
230,Lance Johnson,5,Todd Black
231,Steve Tisch,31,Todd Black
242,Chris Terrio,2,Todd Black
244,Jason Blumenthal,41,Todd Black
245,Lance Johnson,5,Todd Black
246,Steve Tisch,31,Todd Black
250,Jason Blumenthal,41,Todd Black
252,Steve Tisch,31,Todd Black
254,Chris Terrio,2,Todd Black
256,Jason Blumenthal,41,Todd Black
257,Lance Johnson,5,Todd Black
258,Steve Tisch,31,Todd Black
262,Jason Blumenthal,41,Todd Black
263,Steve Tisch,31,Todd Black
265,Jason Blumenthal,41,Todd Black
267,Steve Tisch,31,Todd Black
270,Jason Blumenthal,41,Todd Black
271,Steve Tisch,31,Todd Black
276,Forest Whitaker,2,Todd Black
277,Antoine Fuqua,3,Todd Black
280,Jason Blumenthal,41,Todd Black
282,Steve Tisch,31,Todd Black
288,Kate Angelo,3,Todd Black
291,Jason Blumenthal,41,Todd Black
292,Jason Blumenthal,41,Todd Black
304,Lance Johnson,5,Todd Black
305,Steve Tisch,31,Todd Black
312,Jason Blumenthal,41,Todd Black
313,Steve Tisch,31,Todd Black
320,Steve Conrad,4,Todd Black
322,Jason Blumenthal,41,Todd Black
327,Viola Davis,2,Todd Black
332,Jason Blumenthal,41,Todd Black
333,Steve Tisch,31,Todd Black
337,Jason Blumenthal,41,Todd Black
340,Steve Tisch,31,Todd Black
342,Denzel Washington,8,Todd Black
343,Viola Davis,2,Todd Black
354,Jason Blumenthal,41,Todd Black
355,Richard Wenk,4,Todd Black
358,Jason Blumenthal,41,Todd Black
359,Todd Hoffman,2,Todd Black
360,Steve Tisch,31,Todd Black
361,Kate Angelo,3,Todd Black
363,Jason Blumenthal,41,Todd Black
364,Steve Tisch,31,Todd Black
367,Jason Blumenthal,41,Todd Black
368,Todd Hoffman,2,Todd Black
369,Steve Tisch,31,Todd Black
370,Jason Blumenthal,41,Todd Black
371,Denzel Washington,8,Todd Black
375,Antoine Fuqua,3,Todd Black
376,Richard Wenk,4,Todd Black
377,Michael Sloan,2,Todd Black
378,Richard Lindheim,2,Todd Black
386,Steve Tisch,31,Todd Black
394,Denzel Washington,8,Todd Black
407,Jason Blumenthal,41,Todd Black
409,Steve Tisch,31,Todd Black
414,Jason Blumenthal,41,Todd Black
415,Sandra Bullock,2,Todd Black
418,Jason Blumenthal,41,Todd Black
423,Jason Blumenthal,41,Todd Black
425,Steve Tisch,31,Todd Black
428,Jason Blumenthal,41,Todd Black
429,Steve Tisch,31,Todd Black
432,Richard Wenk,4,Todd Black
434,Jason Blumenthal,41,Todd Black
11,Nicolas Cage,2,Jason Blumenthal
16,Steve Conrad,3,Jason Blumenthal
17,Todd Black,41,Jason Blumenthal
19,Steve Tisch,29,Jason Blumenthal
26,Todd Black,41,Jason Blumenthal
28,Steve Tisch,29,Jason Blumenthal
30,Nicolas Cage,2,Jason Blumenthal
38,Todd Black,41,Jason Blumenthal
39,Steve Tisch,29,Jason Blumenthal
40,Will Smith,4,Jason Blumenthal
44,Gabriele Muccino,2,Jason Blumenthal
45,Steve Conrad,3,Jason Blumenthal
46,Todd Black,41,Jason Blumenthal
48,James Lassiter,4,Jason Blumenthal
50,Denzel Washington,4,Jason Blumenthal
54,Antoine Fuqua,3,Jason Blumenthal
55,Richard Wenk,4,Jason Blumenthal
56,Michael Sloan,2,Jason Blumenthal
57,Richard Lindheim,2,Jason Blumenthal
58,Todd Black,41,Jason Blumenthal
59,Steve Tisch,29,Jason Blumenthal
60,Will Smith,4,Jason Blumenthal
64,Gabriele Muccino,2,Jason Blumenthal
66,Todd Black,41,Jason Blumenthal
68,James Lassiter,4,Jason Blumenthal
70,Todd Black,41,Jason Blumenthal
72,James Lassiter,4,Jason Blumenthal
73,Will Smith,4,Jason Blumenthal
75,Denzel Washington,4,Jason Blumenthal
79,Todd Black,41,Jason Blumenthal
81,Steve Tisch,29,Jason Blumenthal
85,Todd Black,41,Jason Blumenthal
87,Steve Tisch,29,Jason Blumenthal
88,Steve Tisch,29,Jason Blumenthal
89,Denzel Washington,4,Jason Blumenthal
96,Todd Black,41,Jason Blumenthal
99,Todd Black,41,Jason Blumenthal
101,Steve Tisch,29,Jason Blumenthal
105,Todd Black,41,Jason Blumenthal
107,James Lassiter,4,Jason Blumenthal
108,Will Smith,4,Jason Blumenthal
109,Steve Tisch,29,Jason Blumenthal
113,Todd Black,41,Jason Blumenthal
123,Kate Angelo,3,Jason Blumenthal
124,Todd Black,41,Jason Blumenthal
126,Steve Tisch,29,Jason Blumenthal
129,Todd Black,41,Jason Blumenthal
131,Lance Johnson,4,Jason Blumenthal
132,Steve Tisch,29,Jason Blumenthal
134,Todd Black,41,Jason Blumenthal
136,Steve Tisch,29,Jason Blumenthal
138,Todd Black,41,Jason Blumenthal
140,Lance Johnson,4,Jason Blumenthal
141,Steve Tisch,29,Jason Blumenthal
142,Chris Terrio,2,Jason Blumenthal
143,Todd Black,41,Jason Blumenthal
145,Lance Johnson,4,Jason Blumenthal
146,Steve Tisch,29,Jason Blumenthal
149,Todd Black,41,Jason Blumenthal
152,Steve Tisch,29,Jason Blumenthal
154,Chris Terrio,2,Jason Blumenthal
155,Todd Black,41,Jason Blumenthal
157,Lance Johnson,4,Jason Blumenthal
158,Steve Tisch,29,Jason Blumenthal
161,Todd Black,41,Jason Blumenthal
163,Steve Tisch,29,Jason Blumenthal
164,Todd Black,41,Jason Blumenthal
167,Steve Tisch,29,Jason Blumenthal
169,Todd Black,41,Jason Blumenthal
171,Steve Tisch,29,Jason Blumenthal
177,Antoine Fuqua,3,Jason Blumenthal
179,Todd Black,41,Jason Blumenthal
182,Steve Tisch,29,Jason Blumenthal
188,Kate Angelo,3,Jason Blumenthal
190,Todd Black,41,Jason Blumenthal
201,Todd Black,41,Jason Blumenthal
204,Todd Black,41,Jason Blumenthal
206,Steve Tisch,29,Jason Blumenthal
213,Steve Conrad,3,Jason Blumenthal
214,Todd Black,41,Jason Blumenthal
224,Todd Black,41,Jason Blumenthal
226,Steve Tisch,29,Jason Blumenthal
229,Todd Black,41,Jason Blumenthal
233,Steve Tisch,29,Jason Blumenthal
236,Todd Black,41,Jason Blumenthal
238,Richard Wenk,4,Jason Blumenthal
240,Todd Black,41,Jason Blumenthal
242,Todd Hoffman,2,Jason Blumenthal
243,Steve Tisch,29,Jason Blumenthal
244,Kate Angelo,3,Jason Blumenthal
245,Todd Black,41,Jason Blumenthal
247,Steve Tisch,29,Jason Blumenthal
249,Todd Black,41,Jason Blumenthal
251,Todd Hoffman,2,Jason Blumenthal
252,Steve Tisch,29,Jason Blumenthal
254,Denzel Washington,4,Jason Blumenthal
258,Antoine Fuqua,3,Jason Blumenthal
259,Richard Wenk,4,Jason Blumenthal
260,Michael Sloan,2,Jason Blumenthal
261,Richard Lindheim,2,Jason Blumenthal
262,Todd Black,41,Jason Blumenthal
270,Todd Black,41,Jason Blumenthal
272,Tony Shaw,2,Jason Blumenthal
273,Steve Tisch,29,Jason Blumenthal
275,Todd Black,41,Jason Blumenthal
279,Tony Shaw,2,Jason Blumenthal
282,Todd Black,41,Jason Blumenthal
287,Todd Black,41,Jason Blumenthal
290,Steve Tisch,29,Jason Blumenthal
292,Todd Black,41,Jason Blumenthal
294,Steve Tisch,29,Jason Blumenthal
297,Richard Wenk,4,Jason Blumenthal
298,Todd Black,41,Jason Blumenthal
1,Urbano Barberini,2,Avi Lerner
2,Rebecca Ferratti,2,Avi Lerner
3,Jack Palance,2,Avi Lerner
6,John Norman,2,Avi Lerner
7,Rick Marx,2,Avi Lerner
8,Harry Alan Towers,4,Avi Lerner
11,Urbano Barberini,2,Avi Lerner
12,Rebecca Ferratti,2,Avi Lerner
13,Jack Palance,2,Avi Lerner
16,John Norman,2,Avi Lerner
17,Harry Alan Towers,4,Avi Lerner
18,Rick Marx,2,Avi Lerner
20,Harry Alan Towers,4,Avi Lerner
24,Herbert Lom,2,Avi Lerner
33,Tia Carrere,2,Avi Lerner
38,Elie Samaha,2,Avi Lerner
39,Robert O. Ragland,2,Avi Lerner
42,Tia Carrere,2,Avi Lerner
47,Elie Samaha,2,Avi Lerner
60,Robert O. Ragland,2,Avi Lerner
73,Herbert Lom,2,Avi Lerner
79,Harry Alan Towers,4,Avi Lerner
81,Jean-Claude Van Damme,2,Avi Lerner
86,Les Weldon,2,Avi Lerner
88,Danny Lerner,4,Avi Lerner
89,John Thompson,6,Avi Lerner
109,Danny Lerner,4,Avi Lerner
126,Randall Emmett,6,Avi Lerner
131,John Cusack,2,Avi Lerner
138,Randall Emmett,6,Avi Lerner
139,George Furla,2,Avi Lerner
140,John Thompson,6,Avi Lerner
146,Richard Wenk,2,Avi Lerner
147,Randall Emmett,6,Avi Lerner
151,Nicolas Cage,2,Avi Lerner
157,Boaz Davidson,4,Avi Lerner
158,Randall Emmett,6,Avi Lerner
160,Brian Tyler,2,Avi Lerner
161,Sylvester Stallone,8,Avi Lerner
166,David Morrell,3,Avi Lerner
168,Kevin King Templeton,4,Avi Lerner
169,John Thompson,6,Avi Lerner
171,Samuel L. Jackson,2,Avi Lerner
172,50 Cent,2,Avi Lerner
177,Rob Cowan,2,Avi Lerner
178,Randall Emmett,6,Avi Lerner
179,George Furla,2,Avi Lerner
181,Antonio Banderas,2,Avi Lerner
185,George Gallo,2,Avi Lerner
188,Heidi Jo Markel,4,Avi Lerner
189,Richard Salvatore,3,Avi Lerner
191,Samuel L. Jackson,2,Avi Lerner
199,Lati Grobman,5,Avi Lerner
209,John Thompson,6,Avi Lerner
214,50 Cent,2,Avi Lerner
217,Rob Cowan,2,Avi Lerner
218,Randall Emmett,6,Avi Lerner
219,Lati Grobman,5,Avi Lerner
220,Kevin King Templeton,4,Avi Lerner
221,Sylvester Stallone,8,Avi Lerner
227,David Morrell,3,Avi Lerner
229,Steven Paul,2,Avi Lerner
237,Lati Grobman,5,Avi Lerner
241,Sylvester Stallone,8,Avi Lerner
242,Jason Statham,2,Avi Lerner
243,Jet Li,2,Avi Lerner
245,Dave Callaham,4,Avi Lerner
247,Kevin King Templeton,4,Avi Lerner
248,John Thompson,6,Avi Lerner
249,Brian Tyler,2,Avi Lerner
262,Nicole Kidman,2,Avi Lerner
263,John Cusack,2,Avi Lerner
268,Cassian Elwes,2,Avi Lerner
274,Nicole Kidman,2,Avi Lerner
280,Mark Gill,4,Avi Lerner
284,Sylvester Stallone,8,Avi Lerner
287,Jean-Claude Van Damme,2,Avi Lerner
289,Richard Wenk,2,Avi Lerner
292,Dave Callaham,4,Avi Lerner
299,Boaz Davidson,4,Avi Lerner
300,Mark Gill,4,Avi Lerner
302,Heidi Jo Markel,4,Avi Lerner
306,Mark Gill,4,Avi Lerner
308,Richard Salvatore,3,Avi Lerner
309,Danny Lerner,4,Avi Lerner
310,Sylvester Stallone,8,Avi Lerner
311,Jason Statham,2,Avi Lerner
312,Jet Li,2,Avi Lerner
313,Antonio Banderas,2,Avi Lerner
317,Dave Callaham,4,Avi Lerner
321,Boaz Davidson,4,Avi Lerner
322,Mark Gill,4,Avi Lerner
324,Heidi Jo Markel,4,Avi Lerner
325,Sylvester Stallone,8,Avi Lerner
327,David Morrell,3,Avi Lerner
330,Sylvester Stallone,8,Avi Lerner
331,Dave Callaham,4,Avi Lerner
334,Steven Paul,2,Avi Lerner
335,John Thompson,6,Avi Lerner
336,Sylvester Stallone,8,Avi Lerner
339,Christa Campbell,2,Avi Lerner
341,Lati Grobman,5,Avi Lerner
343,Danny Lerner,4,Avi Lerner
344,Kevin King Templeton,4,Avi Lerner
345,Les Weldon,2,Avi Lerner
346,Nicolas Cage,2,Avi Lerner
355,Richard Salvatore,3,Avi Lerner
359,George Gallo,2,Avi Lerner
363,Heidi Jo Markel,4,Avi Lerner
367,Christa Campbell,2,Avi Lerner
368,Boaz Davidson,4,Avi Lerner
370,Lati Grobman,5,Avi Lerner
375,Cassian Elwes,2,Avi Lerner
4,Jordan Brower,2,Randall Emmett
5,Nickolas Perry,2,Randall Emmett
7,George Furla,51,Randall Emmett
9,Jeff Rice,2,Randall Emmett
22,Dennis Hopper,2,Randall Emmett
29,George Furla,51,Randall Emmett
34,Johnathon Schaech,3,Randall Emmett
38,George Furla,51,Randall Emmett
39,Jeff Rice,2,Randall Emmett
40,George Furla,51,Randall Emmett
51,Dennis Hopper,2,Randall Emmett
