,primaryName_y,freq,Name
462,Te-Sheng Wei,2,John Woo
463,Terence Chang,19,John Woo
464,Chih-ming Huang,2,John Woo
468,Sammo Kam-Bo Hung,2,John Woo
472,Hark Tsui,7,John Woo
475,Ka-Fai Wai,2,John Woo
483,Gordon Chan,2,John Woo
484,Tarô Iwashiro,2,John Woo
2,Irene Wan,2,Terence Chang
6,Manfred Wong,2,Terence Chang
12,Irene Wan,2,Terence Chang
16,Manfred Wong,2,Terence Chang
31,Yun-Fat Chow,3,Terence Chang
34,John Woo,19,Terence Chang
38,Linda Kuk,2,Terence Chang
40,Yun-Fat Chow,3,Terence Chang
41,Tony Chiu-Wai Leung,3,Terence Chang
44,John Woo,19,Terence Chang
48,Linda Kuk,2,Terence Chang
50,John Travolta,2,Terence Chang
54,John Woo,19,Terence Chang
60,John Travolta,2,Terence Chang
61,Nicolas Cage,2,Terence Chang
64,John Woo,19,Terence Chang
70,Nicolas Cage,2,Terence Chang
74,John Woo,19,Terence Chang
80,Yun-Fat Chow,3,Terence Chang
94,John Woo,19,Terence Chang
100,Tony Chiu-Wai Leung,3,Terence Chang
101,Takeshi Kaneshiro,4,Terence Chang
102,Fengyi Zhang,2,Terence Chang
103,Chen Chang,2,Terence Chang
104,John Woo,19,Terence Chang
105,Khan Chan,2,Terence Chang
106,Cheng Kuo,2,Terence Chang
107,Heyu Sheng,2,Terence Chang
108,Guanzhong Luo,2,Terence Chang
114,John Woo,19,Terence Chang
115,John Woo,19,Terence Chang
117,Ye Liu,2,Terence Chang
120,Alexi Tan,2,Terence Chang
122,Tony Chan,2,Terence Chang
123,Tony Chan,2,Terence Chang
127,John Woo,19,Terence Chang
136,Todd Weinger,2,Terence Chang
139,Tony Chiu-Wai Leung,3,Terence Chang
140,Takeshi Kaneshiro,4,Terence Chang
141,Fengyi Zhang,2,Terence Chang
142,Chen Chang,2,Terence Chang
143,John Woo,19,Terence Chang
144,Khan Chan,2,Terence Chang
145,Cheng Kuo,2,Terence Chang
146,Heyu Sheng,2,Terence Chang
147,Guanzhong Luo,2,Terence Chang
153,Chao-Bin Su,3,Terence Chang
154,John Woo,19,Terence Chang
158,John Woo,19,Terence Chang
160,Todd Weinger,2,Terence Chang
163,Ye Liu,2,Terence Chang
167,Alexi Tan,2,Terence Chang
180,Chih-ming Huang,3,Terence Chang
183,Masanobu Andô,2,Terence Chang
185,Sabu Kawahara,2,Terence Chang
187,Te-Sheng Wei,2,Terence Chang
189,Chih-ming Huang,3,Terence Chang
190,John Woo,19,Terence Chang
191,Ting-chang Chin,2,Terence Chang
193,Hye-Kyo Song,3,Terence Chang
203,Ziyi Zhang,2,Terence Chang
204,Takeshi Kaneshiro,4,Terence Chang
205,Xiaoming Huang,2,Terence Chang
206,Hye-Kyo Song,3,Terence Chang
207,John Woo,19,Terence Chang
208,Ching-hui Chen,2,Terence Chang
209,Chao-Bin Su,3,Terence Chang
210,Hui-Ling Wang,2,Terence Chang
215,John Woo,19,Terence Chang
217,John Woo,19,Terence Chang
223,Ziyi Zhang,2,Terence Chang
224,Takeshi Kaneshiro,4,Terence Chang
225,Xiaoming Huang,2,Terence Chang
226,Hye-Kyo Song,3,Terence Chang
227,John Woo,19,Terence Chang
228,Hui-Ling Wang,2,Terence Chang
229,Chao-Bin Su,3,Terence Chang
230,Ching-hui Chen,2,Terence Chang
232,Ting-chang Chin,2,Terence Chang
235,Masanobu Andô,2,Terence Chang
236,Sabu Kawahara,2,Terence Chang
237,Te-Sheng Wei,2,Terence Chang
239,Chih-ming Huang,3,Terence Chang
240,John Woo,19,Terence Chang
0,Herman F. Zimmerman,2,John Cusack
5,Savage Steve Holland,2,John Cusack
6,Michael Jaffe,2,John Cusack
8,Isidore Mankofsky,2,John Cusack
9,Alan Balsam,2,John Cusack
28,Roger Birnbaum,2,John Cusack
30,Herman F. Zimmerman,2,John Cusack
35,Savage Steve Holland,2,John Cusack
36,Michael Jaffe,2,John Cusack
38,Isidore Mankofsky,2,John Cusack
39,Alan Balsam,2,John Cusack
54,Christopher Lloyd,2,John Cusack
62,Tim Robbins,2,John Cusack
66,Peter McCarthy,2,John Cusack
87,Anne Dudley,2,John Cusack
95,Stephen Frears,2,John Cusack
135,Peter McCarthy,2,John Cusack
142,Bridget Fonda,2,John Cusack
153,Bridget Fonda,2,John Cusack
163,Christopher Lloyd,2,John Cusack
171,Nicolas Cage,3,John Cusack
173,John Malkovich,2,John Cusack
176,Scott Rosenberg,2,John Cusack
180,Roger Birnbaum,2,John Cusack
184,Joan Cusack,3,John Cusack
187,D.V. DeVincentis,2,John Cusack
188,Steve Pink,3,John Cusack
189,Susan Arnold,2,John Cusack
195,Clint Eastwood,2,John Cusack
204,John Malkovich,2,John Cusack
210,Anne Dudley,2,John Cusack
212,Billy Bob Thornton,2,John Cusack
225,Stephen Frears,2,John Cusack
227,D.V. DeVincentis,2,John Cusack
228,Steve Pink,3,John Cusack
229,Scott Rosenberg,2,John Cusack
233,Joan Cusack,3,John Cusack
235,Tim Robbins,2,John Cusack
240,Alan Silvestri,2,John Cusack
250,Phedon Papamichael,2,John Cusack
257,Susan Arnold,2,John Cusack
265,Menno Meyjes,2,John Cusack
273,Amanda Peet,3,John Cusack
278,Alan Silvestri,2,John Cusack
279,Phedon Papamichael,2,John Cusack
299,Billy Bob Thornton,2,John Cusack
319,Amanda Peet,3,John Cusack
322,Menno Meyjes,2,John Cusack
337,Avi Lerner,2,John Cusack
345,Randall Emmett,3,John Cusack
346,George Furla,3,John Cusack
349,Samuel L. Jackson,2,John Cusack
352,Mikael Håfström,2,John Cusack
356,Stephen King,2,John Cusack
367,Clint Eastwood,2,John Cusack
373,Grace Loh,3,John Cusack
379,Samuel L. Jackson,2,John Cusack
383,Stephen King,2,John Cusack
391,Joan Cusack,3,John Cusack
396,Grace Loh,3,John Cusack
425,Randall Emmett,3,John Cusack
426,George Furla,3,John Cusack
432,Mikael Håfström,2,John Cusack
461,Amanda Peet,3,John Cusack
472,Steve Pink,3,John Cusack
476,Grace Loh,3,John Cusack
482,Lee Daniels,2,John Cusack
485,Cassian Elwes,2,John Cusack
512,Lee Daniels,2,John Cusack
515,Cassian Elwes,2,John Cusack
516,Avi Lerner,2,John Cusack
524,Deborah Randall,2,John Cusack
525,Deborah Randall,2,John Cusack
545,Nicolas Cage,3,John Cusack
552,Randall Emmett,3,John Cusack
626,Nicolas Cage,3,John Cusack
632,George Furla,3,John Cusack
51,Glenn Close,2,John Malkovich
55,Stephen Frears,2,John Malkovich
56,Christopher Hampton,2,John Malkovich
58,Norma Heyman,2,John Malkovich
89,Russell Smith,12,John Malkovich
97,Russell Smith,12,John Malkovich
110,Zé Branco,2,John Malkovich
111,Catherine Deneuve,4,John Malkovich
114,Leonor Silveira,2,John Malkovich
115,Manoel de Oliveira,3,John Malkovich
117,Paulo Branco,5,John Malkovich
119,Valérie Loiseleux,2,John Malkovich
135,Stephen Frears,2,John Malkovich
137,Christopher Hampton,2,John Malkovich
138,Norma Heyman,2,John Malkovich
148,Steve Golin,2,John Malkovich
150,Michael Nyman,2,John Malkovich
161,Nicolas Cage,2,John Malkovich
162,John Cusack,2,John Malkovich
181,John Cusack,2,John Malkovich
187,Steve Golin,2,John Malkovich
192,Jeremy Irons,2,John Malkovich
195,Randall Wallace,2,John Malkovich
197,Russell Smith,12,John Malkovich
198,Nick Glennie-Smith,2,John Malkovich
220,David Kitay,2,John Malkovich
225,Terry Zwigoff,2,John Malkovich
226,Daniel Clowes,2,John Malkovich
227,Lianne Halfon,9,John Malkovich
229,Russell Smith,12,John Malkovich
231,Catherine Deneuve,4,John Malkovich
235,Raoul Ruiz,3,John Malkovich
238,Jorge Arriagada,2,John Malkovich
247,Nicolas Cage,2,John Malkovich
255,Raoul Ruiz,3,John Malkovich
280,Paulo Branco,5,John Malkovich
282,Catherine Deneuve,4,John Malkovich
285,Manoel de Oliveira,3,John Malkovich
295,Lianne Halfon,9,John Malkovich
297,Russell Smith,12,John Malkovich
298,Leonor Silveira,2,John Malkovich
301,Catherine Deneuve,4,John Malkovich
302,Manoel de Oliveira,3,John Malkovich
303,Paulo Branco,5,John Malkovich
305,Valérie Loiseleux,2,John Malkovich
306,Zé Branco,2,John Malkovich
312,Terry Zwigoff,2,John Malkovich
313,Daniel Clowes,2,John Malkovich
314,Lianne Halfon,9,John Malkovich
315,Russell Smith,12,John Malkovich
316,David Kitay,2,John Malkovich
324,Lianne Halfon,9,John Malkovich
325,Russell Smith,12,John Malkovich
326,Michael Nyman,2,John Malkovich
339,Veronica Ferres,2,John Malkovich
342,Raoul Ruiz,3,John Malkovich
360,Jeremy Irons,2,John Malkovich
387,Russell Smith,12,John Malkovich
394,Lianne Halfon,9,John Malkovich
407,Paula Huidobro,2,John Malkovich
412,Damian Harris,2,John Malkovich
441,Nick Glennie-Smith,2,John Malkovich
446,Randall Wallace,2,John Malkovich
480,Lianne Halfon,9,John Malkovich
486,Stephen Chbosky,2,John Malkovich
487,Lianne Halfon,9,John Malkovich
489,Russell Smith,12,John Malkovich
509,Lorenzo di Bonaventura,2,John Malkovich
511,Lorenzo di Bonaventura,2,John Malkovich
528,Paulo Branco,5,John Malkovich
529,Jorge Arriagada,2,John Malkovich
530,André Szankowski,2,John Malkovich
531,André Szankowski,2,John Malkovich
533,Veronica Ferres,2,John Malkovich
538,Paulo Branco,5,John Malkovich
567,Russell Smith,12,John Malkovich
572,Lianne Halfon,9,John Malkovich
598,Glenn Close,2,John Malkovich
602,Damian Harris,2,John Malkovich
605,Paula Huidobro,2,John Malkovich
616,Stephen Chbosky,2,John Malkovich
617,Lianne Halfon,9,John Malkovich
619,Russell Smith,12,John Malkovich
640,Russell Smith,12,John Malkovich
11,Nicolas Cage,2,Simon West
28,William Goldman,2,Simon West
51,Jason Statham,2,Simon West
56,Richard Wenk,2,Simon West
58,René Besson,2,Simon West
63,Jib Polhemus,5,Simon West
70,Jib Polhemus,5,Simon West
73,Nicolas Cage,2,Simon West
79,René Besson,2,Simon West
88,Richard Wenk,2,Simon West
97,Jib Polhemus,5,Simon West
101,Jason Statham,2,Simon West
106,William Goldman,2,Simon West
128,Jib Polhemus,5,Simon West
150,Jib Polhemus,5,Simon West
2,Christopher Walken,2,Scott Rosenberg
5,Gary Fleder,2,Scott Rosenberg
7,Cary Woods,2,Scott Rosenberg
17,Cary Woods,2,Scott Rosenberg
21,Nicolas Cage,2,Scott Rosenberg
22,John Cusack,2,Scott Rosenberg
27,Jerry Bruckheimer,3,Scott Rosenberg
29,Trevor Rabin,3,Scott Rosenberg
41,John Cusack,2,Scott Rosenberg
44,Jack Black,3,Scott Rosenberg
55,Gary Fleder,2,Scott Rosenberg
70,Trevor Rabin,3,Scott Rosenberg
71,Nicolas Cage,2,Scott Rosenberg
78,Jerry Bruckheimer,3,Scott Rosenberg
80,Trevor Rabin,3,Scott Rosenberg
84,Christopher Walken,2,Scott Rosenberg
89,Jerry Bruckheimer,3,Scott Rosenberg
90,Josh Appelbaum,2,Scott Rosenberg
92,André Nemec,2,Scott Rosenberg
103,Jeff Pinkner,4,Scott Rosenberg
112,John Jacobs,2,Scott Rosenberg
114,Dwayne Johnson,2,Scott Rosenberg
115,Karen Gillan,2,Scott Rosenberg
116,Kevin Hart,2,Scott Rosenberg
117,Jack Black,3,Scott Rosenberg
118,Jake Kasdan,2,Scott Rosenberg
122,Jeff Pinkner,4,Scott Rosenberg
129,Josh Appelbaum,2,Scott Rosenberg
130,André Nemec,2,Scott Rosenberg
131,Jeff Pinkner,4,Scott Rosenberg
137,Kevin Hart,2,Scott Rosenberg
140,John Jacobs,2,Scott Rosenberg
144,Dwayne Johnson,2,Scott Rosenberg
145,Karen Gillan,2,Scott Rosenberg
147,Jack Black,3,Scott Rosenberg
148,Jake Kasdan,2,Scott Rosenberg
149,Jeff Pinkner,4,Scott Rosenberg
11,Nicolas Cage,2,Trevor Rabin
16,Scott Rosenberg,3,Trevor Rabin
17,Jerry Bruckheimer,7,Trevor Rabin
33,Jon Voight,2,Trevor Rabin
37,Jerry Bruckheimer,7,Trevor Rabin
51,Nicolas Cage,2,Trevor Rabin
57,Scott Rosenberg,3,Trevor Rabin
58,Jerry Bruckheimer,7,Trevor Rabin
85,Boaz Yakin,2,Trevor Rabin
87,Jerry Bruckheimer,7,Trevor Rabin
96,Cormac Wibberley,2,Trevor Rabin
97,Marianne Wibberley,2,Trevor Rabin
118,Scott Rosenberg,3,Trevor Rabin
119,Jerry Bruckheimer,7,Trevor Rabin
122,Carla Gugino,2,Trevor Rabin
148,Neal H. Moritz,2,Trevor Rabin
154,Jon Voight,2,Trevor Rabin
158,Jerry Bruckheimer,7,Trevor Rabin
171,Dwayne Johnson,2,Trevor Rabin
178,Neal H. Moritz,2,Trevor Rabin
186,Cormac Wibberley,2,Trevor Rabin
187,Marianne Wibberley,2,Trevor Rabin
189,Jerry Bruckheimer,7,Trevor Rabin
201,Dwayne Johnson,2,Trevor Rabin
202,Carla Gugino,2,Trevor Rabin
240,Boaz Yakin,2,Trevor Rabin
6,Ken Friedman,4,Charles Roven
15,David Webb Peoples,3,Charles Roven
19,Richard Francis-Bruce,2,Charles Roven
25,Ken Friedman,4,Charles Roven
37,Ken Friedman,4,Charles Roven
40,Richard Francis-Bruce,2,Charles Roven
45,Roger Donaldson,2,Charles Roven
46,Ken Friedman,4,Charles Roven
48,J. Peter Robinson,2,Charles Roven
58,Paul Junger Witt,2,Charles Roven
69,Dawn Steel,2,Charles Roven
72,Madeleine Stowe,2,Charles Roven
75,Terry Gilliam,2,Charles Roven
77,David Webb Peoples,3,Charles Roven
78,Janet Peoples,2,Charles Roven
80,Newton Thomas Sigel,2,Charles Roven
88,Dawn Steel,2,Charles Roven
95,David O. Russell,2,Charles Roven
97,Paul Junger Witt,2,Charles Roven
101,Nicolas Cage,2,Charles Roven
110,J. Peter Robinson,2,Charles Roven
113,Stephen Campbell Moore,2,Charles Roven
115,Roger Donaldson,2,Charles Roven
118,Steven Chasman,2,Charles Roven
141,Matthew Lillard,2,Charles Roven
142,Freddie Prinze Jr.,2,Charles Roven
143,Sarah Michelle Gellar,2,Charles Roven
144,Linda Cardellini,2,Charles Roven
145,Raja Gosnell,2,Charles Roven
146,James Gunn,2,Charles Roven
148,William Hanna,2,Charles Roven
149,Joseph Barbera,2,Charles Roven
150,Richard Suckle,11,Charles Roven
151,Freddie Prinze Jr.,2,Charles Roven
152,Sarah Michelle Gellar,2,Charles Roven
153,Matthew Lillard,2,Charles Roven
154,Linda Cardellini,2,Charles Roven
155,Raja Gosnell,2,Charles Roven
156,William Hanna,2,Charles Roven
157,Joseph Barbera,2,Charles Roven
158,James Gunn,2,Charles Roven
160,Newton Thomas Sigel,2,Charles Roven
162,Heath Ledger,2,Charles Roven
165,Terry Gilliam,2,Charles Roven
171,Christian Bale,4,Charles Roven
172,Michael Caine,2,Charles Roven
175,Christopher Nolan,4,Charles Roven
176,Bob Kane,3,Charles Roven
177,David S. Goyer,4,Charles Roven
179,Lorne Orleans,2,Charles Roven
184,Paula Patton,2,Charles Roven
192,Alex Gartner,13,Charles Roven
195,Christian Bale,4,Charles Roven
196,Heath Ledger,2,Charles Roven
198,Michael Caine,2,Charles Roven
199,Christopher Nolan,4,Charles Roven
200,Jonathan Nolan,2,Charles Roven
201,David S. Goyer,4,Charles Roven
202,Bob Kane,3,Charles Roven
203,Lorne Orleans,2,Charles Roven
205,Nicolas Cage,2,Charles Roven
208,Stephen Campbell Moore,2,Charles Roven
211,Alex Gartner,13,Charles Roven
216,Amy Adams,2,Charles Roven
219,Zack Snyder,2,Charles Roven
220,David S. Goyer,4,Charles Roven
221,Christopher Nolan,4,Charles Roven
222,Jerry Siegel,2,Charles Roven
223,Joe Shuster,2,Charles Roven
226,Paula Patton,2,Charles Roven
232,Alex Gartner,13,Charles Roven
240,Alex Gartner,13,Charles Roven
241,William Green,4,Charles Roven
250,Eric Warren Singer,3,Charles Roven
253,Richard Suckle,11,Charles Roven
257,Richard Suckle,11,Charles Roven
259,James Turner,2,Charles Roven
260,James Turner,2,Charles Roven
263,Alex Gartner,13,Charles Roven
267,Alex Gartner,13,Charles Roven
271,Christian Bale,4,Charles Roven
275,Christopher Nolan,4,Charles Roven
276,Jonathan Nolan,2,Charles Roven
277,David S. Goyer,4,Charles Roven
278,Bob Kane,3,Charles Roven
280,Eric Warren Singer,3,Charles Roven
283,Richard Suckle,11,Charles Roven
292,Richard Suckle,11,Charles Roven
296,Alex Gartner,13,Charles Roven
298,Madeleine Stowe,2,Charles Roven
301,Richard Suckle,11,Charles Roven
310,Alex Gartner,13,Charles Roven
313,Robert Mark Kamen,2,Charles Roven
323,Alex Gartner,13,Charles Roven
324,Andy Horwitz,5,Charles Roven
334,Frank Beddor,2,Charles Roven
339,Alex Gartner,13,Charles Roven
346,Richard Suckle,11,Charles Roven
347,Christian Bale,4,Charles Roven
348,Amy Adams,2,Charles Roven
349,Bradley Cooper,2,Charles Roven
351,David O. Russell,2,Charles Roven
352,Eric Warren Singer,3,Charles Roven
356,Christopher Stetson Boal,2,Charles Roven
358,Richard Suckle,11,Charles Roven
362,Alex Gartner,13,Charles Roven
368,Steven Chasman,2,Charles Roven
369,Andy Horwitz,5,Charles Roven
371,Christopher Stetson Boal,2,Charles Roven
372,William Green,4,Charles Roven
374,Richard Suckle,11,Charles Roven
378,David Webb Peoples,3,Charles Roven
379,Janet Peoples,2,Charles Roven
381,Andy Horwitz,5,Charles Roven
386,Frank Beddor,2,Charles Roven
391,Richard Suckle,11,Charles Roven
393,Bradley Cooper,2,Charles Roven
394,Alex Gartner,13,Charles Roven
400,Richard Suckle,11,Charles Roven
402,Andy Horwitz,5,Charles Roven
405,Alex Gartner,13,Charles Roven
409,Zack Snyder,2,Charles Roven
410,Joe Shuster,2,Charles Roven
411,Jerry Siegel,2,Charles Roven
415,Aaron L. Ginsburg,2,Charles Roven
416,William Green,4,Charles Roven
419,Aaron L. Ginsburg,2,Charles Roven
420,William Green,4,Charles Roven
433,Robert Mark Kamen,2,Charles Roven
434,Andy Horwitz,5,Charles Roven
25,Salvatore Maira,2,Peter Stormare
32,Steve Buscemi,2,Peter Stormare
70,Nicolas Cage,2,Peter Stormare
74,Joel Schumacher,2,Peter Stormare
94,Salvatore Maira,2,Peter Stormare
101,Famke Janssen,2,Peter Stormare
110,Jason Flemyng,2,Peter Stormare
120,Nicolas Cage,2,Peter Stormare
134,Joel Schumacher,2,Peter Stormare
159,Steve Buscemi,2,Peter Stormare
183,Anders Morgenthaler,2,Peter Stormare
205,Anita Oxburgh,2,Peter Stormare
220,Jason Flemyng,2,Peter Stormare
234,Anita Oxburgh,2,Peter Stormare
261,Famke Janssen,2,Peter Stormare
349,Justin Chatwin,2,Peter Stormare
362,Anders Morgenthaler,2,Peter Stormare
418,Justin Chatwin,2,Peter Stormare
16,Howard Rosenman,2,Joel Schumacher
81,Kiefer Sutherland,2,Joel Schumacher
83,Julia Roberts,2,Joel Schumacher
88,Michael Douglas,2,Joel Schumacher
89,James Newton Howard,3,Joel Schumacher
90,James Newton Howard,3,Joel Schumacher
91,Julia Roberts,2,Joel Schumacher
100,James Newton Howard,3,Joel Schumacher
101,Michael Douglas,2,Joel Schumacher
112,Tommy Lee Jones,2,Joel Schumacher
116,John Grisham,2,Joel Schumacher
117,Akiva Goldsman,4,Joel Schumacher
119,Arnon Milchan,3,Joel Schumacher
122,Tommy Lee Jones,2,Joel Schumacher
123,Jim Carrey,2,Joel Schumacher
124,Nicole Kidman,2,Joel Schumacher
126,Bob Kane,2,Joel Schumacher
129,Akiva Goldsman,4,Joel Schumacher
136,John Grisham,2,Joel Schumacher
137,Akiva Goldsman,4,Joel Schumacher
139,Arnon Milchan,3,Joel Schumacher
146,Bob Kane,2,Joel Schumacher
147,Akiva Goldsman,4,Joel Schumacher
151,Nicolas Cage,2,Joel Schumacher
154,Peter Stormare,2,Joel Schumacher
170,Arnon Milchan,3,Joel Schumacher
171,Colin Farrell,3,Joel Schumacher
178,Beau Flynn,2,Joel Schumacher
180,Matthew Libatique,2,Joel Schumacher
181,Colin Farrell,3,Joel Schumacher
182,Kiefer Sutherland,2,Joel Schumacher
189,Harry Gregson-Williams,3,Joel Schumacher
190,Jerry Bruckheimer,2,Joel Schumacher
193,Peter Stormare,2,Joel Schumacher
212,Colin Farrell,3,Joel Schumacher
218,Jerry Bruckheimer,2,Joel Schumacher
219,Harry Gregson-Williams,3,Joel Schumacher
230,David Buckley,2,Joel Schumacher
240,Matthew Libatique,2,Joel Schumacher
241,Jim Carrey,2,Joel Schumacher
247,Beau Flynn,2,Joel Schumacher
249,Harry Gregson-Williams,3,Joel Schumacher
270,David Buckley,2,Joel Schumacher
271,Nicolas Cage,2,Joel Schumacher
272,Nicole Kidman,2,Joel Schumacher
288,Howard Rosenman,2,Joel Schumacher
8,Leonard Schrader,4,Paul Schrader
19,Bernard Herrmann,2,Paul Schrader
20,Michael Chapman,2,Paul Schrader
21,Robert De Niro,2,Paul Schrader
25,Martin Scorsese,4,Paul Schrader
29,Bernard Herrmann,2,Paul Schrader
42,Harvey Keitel,2,Paul Schrader
46,Leonard Schrader,4,Paul Schrader
49,Jack Nitzsche,2,Paul Schrader
57,Jack Nitzsche,2,Paul Schrader
58,Michael Chapman,2,Paul Schrader
67,Leonard Schrader,4,Paul Schrader
76,Giorgio Moroder,2,Paul Schrader
77,John Bailey,4,Paul Schrader
80,Robert De Niro,2,Paul Schrader
84,Martin Scorsese,4,Paul Schrader
89,John Bailey,4,Paul Schrader
98,Giorgio Moroder,2,Paul Schrader
112,Leonard Schrader,4,Paul Schrader
118,Helen Mirren,2,Paul Schrader
135,John Bailey,4,Paul Schrader
137,Willem Dafoe,5,Paul Schrader
138,Harvey Keitel,2,Paul Schrader
141,Martin Scorsese,4,Paul Schrader
144,Barbara De Fina,2,Paul Schrader
147,Natasha Richardson,2,Paul Schrader
149,Ving Rhames,2,Paul Schrader
157,Christopher Walken,2,Paul Schrader
159,Natasha Richardson,2,Paul Schrader
160,Helen Mirren,2,Paul Schrader
165,Angelo Badalamenti,3,Paul Schrader
167,Willem Dafoe,5,Paul Schrader
172,Linda Reisman,2,Paul Schrader
174,Edward Lachman,2,Paul Schrader
179,Bridget Fonda,2,Paul Schrader
181,Harold Becker,2,Paul Schrader
193,Linda Reisman,2,Paul Schrader
196,Edward Lachman,2,Paul Schrader
197,Bridget Fonda,2,Paul Schrader
198,Christopher Walken,2,Paul Schrader
207,Nicolas Cage,3,Paul Schrader
210,Ving Rhames,2,Paul Schrader
211,Martin Scorsese,4,Paul Schrader
214,Barbara De Fina,2,Paul Schrader
216,John Bailey,4,Paul Schrader
225,Angelo Badalamenti,3,Paul Schrader
228,Willem Dafoe,5,Paul Schrader
245,Angelo Badalamenti,3,Paul Schrader
248,Willem Dafoe,5,Paul Schrader
267,Nicolas Cage,3,Paul Schrader
286,Bret Easton Ellis,2,Paul Schrader
289,Braxton Pope,2,Paul Schrader
292,Harold Becker,2,Paul Schrader
302,Bret Easton Ellis,2,Paul Schrader
303,Braxton Pope,2,Paul Schrader
310,Gary Hamilton,2,Paul Schrader
311,Nicolas Cage,3,Paul Schrader
312,Willem Dafoe,5,Paul Schrader
328,Gary Hamilton,2,Paul Schrader
11,Nicolas Cage,2,Dominic Sena
41,Nicolas Cage,2,Dominic Sena
2,Jorge Sanz,2,Penélope Cruz
5,Fernando Trueba,3,Penélope Cruz
6,Rafael Azcona,3,Penélope Cruz
9,José Luis Alcaine,6,Penélope Cruz
10,José Luis Alcaine,6,Penélope Cruz
15,Bigas Luna,3,Penélope Cruz
16,Cuca Canals,2,Penélope Cruz
18,Andrés Vicente Gómez,3,Penélope Cruz
19,Nicola Piovani,2,Penélope Cruz
29,Nicola Piovani,2,Penélope Cruz
44,Rosa Maria Sardà,2,Penélope Cruz
45,Fernando Colomo,2,Penélope Cruz
46,Joaquín Oristrell,2,Penélope Cruz
58,Fernando Colomo,2,Penélope Cruz
62,Jordi Mollà,2,Penélope Cruz
63,Gustavo Salmerón,2,Penélope Cruz
64,Álvaro Fernández Armero,2,Penélope Cruz
65,Enrique Cerezo,2,Penélope Cruz
67,Antonio Cuevas,2,Penélope Cruz
68,Iván Aledo,3,Penélope Cruz
69,Bernardo Bonezzi,2,Penélope Cruz
70,Ana Belén,2,Penélope Cruz
77,Joaquín Oristrell,2,Penélope Cruz
86,Rafael Azcona,3,Penélope Cruz
88,Andrés Vicente Gómez,3,Penélope Cruz
97,José Luis Alcaine,6,Penélope Cruz
104,Alejandro Amenábar,2,Penélope Cruz
105,Mateo Gil,2,Penélope Cruz
113,Gustavo Salmerón,2,Penélope Cruz
125,Cormac McCarthy,2,Penélope Cruz
134,Álvaro Fernández Armero,2,Penélope Cruz
135,Enrique Cerezo,2,Penélope Cruz
137,Antonio Cuevas,2,Penélope Cruz
138,Iván Aledo,3,Penélope Cruz
139,Eduardo Campoy,2,Penélope Cruz
141,Antonio Resines,2,Penélope Cruz
142,Jorge Sanz,2,Penélope Cruz
143,Rosa Maria Sardà,2,Penélope Cruz
144,Fernando Trueba,3,Penélope Cruz
145,Rafael Azcona,3,Penélope Cruz
162,Jordi Mollà,2,Penélope Cruz
164,Bigas Luna,3,Penélope Cruz
165,Cuca Canals,2,Penélope Cruz
170,Johnny Depp,2,Penélope Cruz
180,Nicolas Cage,2,Penélope Cruz
192,Cameron Diaz,2,Penélope Cruz
195,Alejandro Amenábar,2,Penélope Cruz
196,Mateo Gil,2,Penélope Cruz
205,Eduardo Campoy,2,Penélope Cruz
208,Bernardo Bonezzi,2,Penélope Cruz
215,Luc Besson,2,Penélope Cruz
222,Steve Zahn,2,Penélope Cruz
229,Gian Filippo Corticelli,2,Penélope Cruz
231,Sergio Castellitto,2,Penélope Cruz
234,Margaret Mazzantini,2,Penélope Cruz
261,Nicolas Cage,2,Penélope Cruz
279,Steve Zahn,2,Penélope Cruz
283,Luc Besson,2,Penélope Cruz
310,Blanca Portillo,2,Penélope Cruz
311,Pedro Almodóvar,3,Penélope Cruz
312,Esther García,3,Penélope Cruz
313,Alberto Iglesias,4,Penélope Cruz
314,José Luis Alcaine,6,Penélope Cruz
315,José Salcedo,2,Penélope Cruz
318,Gwyneth Paltrow,2,Penélope Cruz
332,Andrés Vicente Gómez,3,Penélope Cruz
338,Marion Cotillard,2,Penélope Cruz
341,Rob Marshall,2,Penélope Cruz
346,José Salcedo,2,Penélope Cruz
349,Blanca Portillo,2,Penélope Cruz
351,Pedro Almodóvar,3,Penélope Cruz
352,Agustín Almodóvar,2,Penélope Cruz
353,Esther García,3,Penélope Cruz
354,Alberto Iglesias,4,Penélope Cruz
367,Johnny Depp,2,Penélope Cruz
371,Rob Marshall,2,Penélope Cruz
376,Gian Filippo Corticelli,2,Penélope Cruz
381,Sergio Castellitto,2,Penélope Cruz
382,Margaret Mazzantini,2,Penélope Cruz
385,Eduardo Cruz,2,Penélope Cruz
409,Cameron Diaz,2,Penélope Cruz
410,Javier Bardem,3,Penélope Cruz
412,Cormac McCarthy,2,Penélope Cruz
424,Gwyneth Paltrow,2,Penélope Cruz
428,Antonio Resines,2,Penélope Cruz
430,Ana Belén,2,Penélope Cruz
431,Fernando Trueba,3,Penélope Cruz
445,Simon Kinberg,2,Penélope Cruz
448,Asier Etxeandia,2,Penélope Cruz
451,Álvaro Longoria,2,Penélope Cruz
452,Alberto Iglesias,4,Penélope Cruz
454,Iván Aledo,3,Penélope Cruz
456,Javier Bardem,3,Penélope Cruz
467,Javier Bardem,3,Penélope Cruz
471,Álvaro Longoria,2,Penélope Cruz
474,José Luis Alcaine,6,Penélope Cruz
482,Bigas Luna,3,Penélope Cruz
488,Eduardo Cruz,2,Penélope Cruz
